MARIO JULIAN
MARIO MARTIN
MARIUS NICUSOR
MARK ALEXANDER
MARTIN FEDERICO
MARTYN
MARTYNAS
MATEO SEBASTIAN
METODIO
MICHAEL ADRIAN
MICHAEL ARTHUR
MIGUEL ALEXANDRE
MIGUEL CESAR
MIRCEA FLORIN
MOISES ALEJANDRO
MOISES ANGEL
MORRO
MUHAMMAD USMAN
NAHUN
NEDKO
NELSON RAMON
NESTOR ALBERTO
NICOLAE CLAUDIU
NICOLAE LAURENTIU
NORBERTO LUIS
OLIVER MANUEL
OSTAP
OSWALDO JOSE
OVIDIU MARIAN
PABLO AURELIO
